Client_ID,Company_Name,Industry,Region,Plan,Lead_Source,Account_Age_Months,Contract_Length_Months,Monthly_Usage_Score,Support_Tickets_Last30Days,Payment_Delay_Days,Monthly_Revenue_USD,Last_Renewal_Date,Churn_Probability,Risk_Category,Renewal_Status
CL01574,Pioneer Manufacturing,Telecom,Central,Standard,Partner,46,6,62.9,7,36,3586.41,2025-04-29,0.327,Medium,Yes
CL01575,Blue Enterprises,Manufacturing,North,Premium,Referral,19,36,82.8,2,11,5106.79,2025-11-23,0.013,Low,Yes
CL01576,Sky Services,IT Services,West,Basic,Marketplace,8,6,50.1,4,18,1389.72,2024-11-29,0.578,High,No
CL01577,Pioneer Services,IT Services,Central,Premium,Partner,16,24,83.7,2,16,4195.84,2024-08-27,0.038,Low,Yes
CL01578,Sky Networks,Logistics,South,Enterprise,Event,2,24,86.7,5,3,4837.77,2026-01-12,0.025,Low,Yes
CL01579,Omni Services,Finance,South,Premium,Referral,14,24,76.0,5,10,5730.12,2025-12-15,0.045,Low,Yes
CL01580,Blue Systems,Finance,East,Premium,Inbound,36,12,61.9,6,8,6142.31,2024-04-15,0.099,Low,Yes
CL01581,Omni Services,Manufacturing,Central,Basic,Partner,23,12,37.7,4,38,790.43,2025-11-18,0.627,High,No
CL01582,Quantum Networks,Healthcare,Central,Standard,Inbound,24,12,47.0,11,10,2825.55,2026-01-04,0.414,High,Yes
CL01583,Omni Logistics,Finance,West,Enterprise,Partner,17,24,73.4,3,12,12257.42,2025-01-22,0.078,Low,Yes
CL01584,Pioneer Industries,Retail,North,Premium,Event,14,24,62.8,9,23,3109.03,2025-12-09,0.352,High,Yes
CL01585,Quantum Industries,Construction,West,Premium,Outbound,20,12,67.6,2,9,4611.41,2025-01-18,0.096,Low,Yes
CL01586,Nova Manufacturing,IT Services,South,Premium,Event,16,12,73.1,1,32,3459.43,2024-04-08,0.117,Low,Yes
CL01587,Apex Industries,Logistics,South,Standard,Referral,20,12,51.1,8,2,2095.47,2025-03-31,0.452,High,No
CL01588,Green Systems,Retail,North,Basic,Outbound,24,6,35.7,5,6,863.56,2026-01-10,0.601,High,Yes
CL01589,Pioneer Labs,Retail,North,Premium,Referral,23,24,67.2,5,7,4742.58,2025-03-22,0.084,Low,Yes
CL01590,Nova Services,Logistics,West,Premium,Outbound,12,12,73.0,3,5,5038.1,2024-06-07,0.075,Low,Yes
CL01591,Omni Industries,Logistics,South,Standard,Outbound,16,12,34.8,12,27,2059.13,2025-01-12,0.771,High,No
CL01592,Vertex Logistics,Construction,South,Enterprise,Event,2,12,56.1,7,3,5599.42,2024-05-14,0.201,Medium,Yes
CL01593,Sky Holdings,IT Services,South,Standard,Inbound,32,12,69.3,2,24,5108.18,2025-04-29,0.133,Low,Yes
CL01594,Apex Healthcare,IT Services,West,Standard,Inbound,28,12,55.3,3,6,2690.46,2025-05-28,0.271,Medium,Yes
CL01595,Pioneer Manufacturing,Education,West,Enterprise,Inbound,34,36,64.9,3,1,6703.01,2025-06-25,0.031,Low,Yes
CL01596,Crest Networks,Finance,South,Premium,Referral,9,36,62.8,7,4,3725.53,2024-04-05,0.039,Low,Yes
CL01597,Pioneer Networks,Manufacturing,North,Standard,Referral,5,24,47.8,6,10,1824.04,2025-11-07,0.284,Medium,Yes
CL01598,Apex Industries,IT Services,South,Basic,Inbound,19,12,47.7,2,31,1508.97,2025-12-27,0.416,High,Yes
CL01599,Quantum Logistics,IT Services,Central,Basic,Inbound,29,12,27.7,12,7,1441.82,2024-09-23,0.623,High,No
CL01600,Green Industries,Energy,East,Premium,Partner,21,24,61.3,4,11,3757.72,2025-09-20,0.089,Low,Yes
CL01601,Apex Logistics,Manufacturing,East,Standard,Inbound,26,24,54.0,5,55,2867.6,2025-02-13,0.346,Medium,Yes
CL01602,Orion Enterprises,Healthcare,East,Enterprise,Partner,22,48,78.8,4,6,7699.55,2025-03-20,0.013,Low,Yes
CL01603,Quantum Enterprises,Manufacturing,South,Enterprise,Partner,23,36,75.7,4,7,9370.05,2024-08-22,0.027,Low,Yes
CL01604,Apex Logistics,Healthcare,West,Premium,Marketplace,25,12,70.2,1,2,4865.84,2025-12-11,0.048,Low,Yes
CL01605,Orion Manufacturing,IT Services,East,Standard,Outbound,37,6,49.1,7,3,2577.87,2026-01-26,0.485,High,No
CL01606,Green Systems,Finance,North,Premium,Inbound,14,24,54.7,7,7,5650.46,2025-06-18,0.209,Medium,Yes
CL01607,Nova Solutions,IT Services,North,Standard,Inbound,8,12,85.5,4,31,3475.72,2024-06-16,0.142,Low,Yes
CL01608,Quantum Systems,Telecom,East,Basic,Marketplace,6,12,36.4,1,23,1702.44,2025-03-23,0.762,High,Yes
CL01609,Vertex Labs,Manufacturing,Central,Basic,Outbound,29,6,33.8,6,15,846.02,2024-10-04,0.624,High,No
CL01610,Crest Logistics,Finance,South,Standard,Inbound,10,12,62.1,5,11,3628.63,2025-01-21,0.168,Low,No
CL01611,Prime Holdings,Energy,Central,Enterprise,Outbound,14,36,90.2,7,3,9503.13,2025-07-03,0.012,Low,Yes
CL01612,Prime Technologies,Logistics,West,Standard,Inbound,26,24,46.5,4,13,2661.2,2024-04-18,0.189,Medium,Yes
CL01613,Nova Holdings,Finance,South,Basic,Outbound,27,3,27.0,4,31,832.54,2024-07-24,0.81,High,No
CL01614,Green Networks,Healthcare,North,Enterprise,Referral,6,48,59.1,9,13,5633.88,2025-08-27,0.057,Low,Yes
CL01615,Crest Labs,Healthcare,North,Basic,Inbound,15,12,56.1,8,18,1185.41,2024-03-25,0.411,High,No
CL01616,Orion Labs,Logistics,West,Premium,Outbound,25,12,52.5,10,8,2620.62,2025-05-11,0.459,High,Yes
CL01617,Prime Manufacturing,Construction,North,Standard,Referral,3,12,46.7,3,12,3319.19,2024-09-09,0.335,Medium,Yes
CL01618,Nova Manufacturing,Logistics,South,Basic,Outbound,34,3,26.3,6,17,970.89,2025-12-16,0.72,High,Yes
CL01619,Pioneer Industries,Finance,East,Enterprise,Referral,8,12,58.6,9,28,7275.82,2025-10-27,0.244,Medium,No
CL01620,Nova Technologies,Education,West,Basic,Marketplace,34,6,29.5,8,15,935.54,2025-12-29,0.609,High,No
CL01621,Green Technologies,Retail,North,Premium,Inbound,21,12,50.7,4,20,3775.56,2024-05-05,0.415,High,No
CL01622,Quantum Networks,IT Services,South,Standard,Event,19,6,47.7,3,21,2857.69,2026-02-22,0.379,High,Yes
CL01623,Apex Manufacturing,Finance,East,Basic,Inbound,6,12,63.1,7,10,782.52,2024-06-10,0.438,High,Yes
CL01624,Apex Services,Construction,East,Basic,Marketplace,4,6,37.1,5,7,786.92,2025-11-23,0.576,High,Yes
CL01625,Omni Solutions,Manufacturing,West,Basic,Inbound,35,6,47.2,3,62,1054.35,2024-11-27,0.704,High,No
CL01626,Sky Technologies,Logistics,North,Basic,Inbound,30,3,47.9,4,12,1383.36,2026-01-24,0.471,High,No
CL01627,Pioneer Holdings,Manufacturing,West,Premium,Inbound,26,24,61.8,6,7,3828.01,2024-02-27,0.1,Low,Yes
CL01628,Crest Solutions,Finance,West,Standard,Partner,24,24,48.7,3,16,2793.51,2025-07-14,0.112,Low,Yes
CL01629,Quantum Industries,IT Services,East,Standard,Inbound,33,12,59.0,9,2,3486.82,2026-02-22,0.186,Medium,Yes
CL01630,Vertex Labs,Retail,West,Standard,Outbound,8,24,52.0,4,6,2167.68,2025-07-17,0.159,Low,Yes
CL01631,Orion Healthcare,Education,South,Enterprise,Referral,14,36,63.2,8,4,7651.87,2025-07-26,0.063,Low,Yes
CL01632,Sky Enterprises,Healthcare,North,Enterprise,Inbound,40,36,75.6,8,11,8203.53,2025-06-28,0.031,Low,Yes
CL01633,Apex Solutions,Logistics,West,Premium,Inbound,50,24,56.5,5,4,5556.65,2026-02-10,0.061,Low,Yes
CL01634,Pioneer Enterprises,Education,East,Enterprise,Referral,29,12,67.9,10,14,8553.4,2025-08-03,0.269,Medium,Yes
CL01635,Quantum Healthcare,Energy,East,Standard,Inbound,36,12,45.0,8,4,1261.51,2025-02-23,0.508,High,Yes
CL01636,Pioneer Industries,Manufacturing,South,Standard,Inbound,28,6,35.8,5,47,2684.42,2024-08-25,0.703,High,No
CL01637,Omni Holdings,Healthcare,Central,Premium,Event,22,12,35.8,13,28,7160.64,2025-09-16,0.719,High,No
CL01638,Apex Labs,IT Services,East,Premium,Referral,35,12,56.7,5,24,6273.03,2024-06-23,0.194,Medium,Yes
CL01639,Crest Systems,Construction,North,Standard,Outbound,20,24,68.6,4,30,1856.96,2024-04-12,0.118,Low,Yes
CL01640,Orion Technologies,Energy,South,Standard,Event,30,6,45.3,5,9,3108.08,2025-09-06,0.353,High,No
CL01641,Nova Enterprises,Finance,West,Enterprise,Inbound,30,48,85.3,2,16,7133.33,2024-11-22,0.005,Low,Yes
CL01642,Omni Healthcare,Telecom,West,Enterprise,Outbound,24,36,51.5,1,5,8369.19,2024-07-30,0.045,Low,Yes
CL01643,Vertex Healthcare,Finance,East,Standard,Event,14,6,41.9,7,5,2343.28,2025-09-08,0.668,High,No
CL01644,Green Manufacturing,Logistics,Central,Premium,Inbound,41,24,48.7,4,29,4129.87,2025-11-21,0.189,Medium,Yes
CL01645,Quantum Holdings,IT Services,South,Standard,Inbound,29,6,53.6,5,18,4503.03,2024-05-14,0.321,Medium,Yes
CL01646,Green Services,Education,South,Basic,Marketplace,25,12,62.1,7,52,672.26,2024-12-25,0.508,High,Yes
CL01647,Omni Services,IT Services,Central,Standard,Marketplace,16,24,61.5,6,19,3066.3,2024-03-15,0.155,Low,Yes
CL01648,Orion Solutions,Telecom,Central,Standard,Outbound,9,6,75.3,5,23,2243.17,2025-10-23,0.317,Medium,Yes
CL01649,Quantum Services,Education,West,Basic,Referral,55,12,29.9,4,23,818.92,2024-03-03,0.518,High,No
CL01650,Blue Industries,Logistics,West,Premium,Outbound,36,24,81.4,3,6,4452.43,2024-12-08,0.018,Low,Yes
CL01651,Nova Technologies,IT Services,North,Standard,Referral,4,6,80.9,6,44,2699.58,2025-12-17,0.469,High,Yes
CL01652,Vertex Solutions,Healthcare,Central,Premium,Referral,45,24,62.7,8,3,4659.25,2025-04-27,0.052,Low,Yes
CL01653,Blue Healthcare,Manufacturing,South,Basic,Inbound,29,6,29.5,4,10,1203.22,2025-10-05,0.632,High,No
CL01654,Crest Healthcare,Healthcare,North,Basic,Marketplace,25,6,21.2,6,46,1230.5,2024-06-04,0.916,High,No
CL01655,Green Holdings,IT Services,South,Enterprise,Event,18,36,74.3,1,25,9003.91,2024-05-20,0.033,Low,Yes
CL01656,Apex Manufacturing,Energy,South,Premium,Inbound,30,12,62.0,6,12,4306.55,2024-11-11,0.266,Medium,No
CL01657,Prime Networks,Finance,South,Enterprise,Inbound,23,24,100.0,1,23,8939.97,2025-07-02,0.013,Low,Yes
CL01658,Sky Labs,Healthcare,South,Enterprise,Referral,12,12,58.5,6,23,9055.96,2024-06-25,0.488,High,No
CL01659,Blue Logistics,Healthcare,North,Standard,Outbound,15,24,52.7,5,21,2156.75,2024-04-14,0.156,Low,Yes
CL01660,Green Technologies,Retail,South,Standard,Referral,50,12,28.2,7,13,3300.05,2026-02-08,0.364,High,Yes
CL01661,Omni Manufacturing,Finance,East,Enterprise,Partner,26,24,70.9,4,47,6335.54,2024-09-26,0.088,Low,Yes
CL01662,Crest Manufacturing,Finance,South,Enterprise,Referral,12,24,79.7,2,15,6633.05,2025-05-27,0.036,Low,Yes
CL01663,Green Solutions,Energy,South,Premium,Event,6,12,67.2,6,5,6553.43,2025-06-22,0.087,Low,Yes
CL01664,Crest Enterprises,Retail,West,Premium,Inbound,18,24,69.1,3,7,4626.88,2024-03-26,0.059,Low,Yes
CL01665,Vertex Services,Construction,Central,Premium,Outbound,11,12,63.8,10,19,2764.67,2025-04-15,0.371,High,No
CL01666,Nova Solutions,Telecom,West,Standard,Referral,10,24,62.0,7,4,3062.27,2024-07-22,0.105,Low,Yes
CL01667,Prime Systems,Manufacturing,South,Premium,Inbound,43,36,63.5,5,5,3288.61,2024-05-02,0.028,Low,No
CL01668,Green Services,Energy,West,Enterprise,Marketplace,24,36,58.4,3,17,9306.07,2024-12-12,0.048,Low,Yes
CL01669,Pioneer Systems,IT Services,North,Premium,Partner,34,12,45.8,5,49,4589.15,2025-09-27,0.536,High,Yes
CL01670,Orion Technologies,Telecom,North,Basic,Outbound,20,6,33.4,7,16,1510.12,2026-02-03,0.665,High,Yes
CL01671,Blue Holdings,Healthcare,South,Standard,Inbound,17,12,50.4,6,24,2621.73,2025-02-22,0.416,High,Yes
CL01672,Nova Solutions,Telecom,West,Basic,Outbound,32,6,55.0,5,20,1084.86,2025-12-05,0.428,High,Yes
CL01673,Apex Enterprises,Telecom,South,Standard,Marketplace,20,12,53.8,10,11,2323.48,2026-01-16,0.307,Medium,Yes
CL01674,Sky Holdings,Telecom,North,Enterprise,Partner,19,36,74.6,2,4,8978.37,2025-01-15,0.014,Low,Yes
CL01675,Prime Solutions,Education,North,Basic,Inbound,2,6,37.6,3,22,727.75,2024-06-12,0.766,High,No
CL01676,Omni Solutions,Healthcare,West,Basic,Inbound,18,12,33.8,7,7,1082.1,2024-10-10,0.483,High,Yes
CL01677,Omni Technologies,IT Services,East,Standard,Inbound,33,6,65.7,4,20,2536.7,2024-12-05,0.174,Low,No
CL01678,Sky Logistics,Retail,South,Premium,Outbound,49,24,85.8,9,21,3890.94,2025-01-23,0.038,Low,Yes
CL01679,Quantum Logistics,Manufacturing,East,Standard,Referral,21,12,77.3,6,12,2052.38,2025-06-11,0.109,Low,Yes
CL01680,Green Solutions,Logistics,East,Basic,Inbound,15,3,39.2,11,12,1451.2,2025-06-11,0.817,High,No
CL01681,Apex Solutions,Healthcare,East,Basic,Marketplace,19,6,41.0,6,43,870.29,2025-03-29,0.845,High,No
CL01682,Blue Logistics,Construction,South,Standard,Inbound,8,24,65.9,1,16,2105.31,2024-08-11,0.136,Low,Yes
CL01683,Nova Healthcare,Logistics,Central,Standard,Referral,39,12,51.2,4,48,2730.11,2024-11-18,0.536,High,No
CL01684,Crest Holdings,Telecom,South,Standard,Event,19,6,63.2,3,21,5723.64,2024-12-24,0.316,Medium,Yes
CL01685,Green Industries,IT Services,West,Enterprise,Outbound,19,24,64.4,11,36,6495.58,2025-06-25,0.342,Medium,No
CL01686,Prime Technologies,Telecom,North,Standard,Outbound,23,12,51.3,3,9,1607.57,2024-06-09,0.195,Medium,Yes
CL01687,Green Solutions,Energy,South,Basic,Outbound,30,6,47.9,5,10,1633.56,2024-08-21,0.501,High,No
CL01688,Orion Logistics,Retail,South,Premium,Inbound,9,36,53.4,8,20,4185.54,2024-09-21,0.244,Medium,Yes
CL01689,Vertex Healthcare,Finance,East,Standard,Inbound,25,12,52.5,6,21,3013.12,2025-03-11,0.24,Medium,Yes
CL01690,Quantum Systems,Education,North,Premium,Inbound,11,12,41.1,6,22,2180.64,2025-09-01,0.478,High,No
CL01691,Pioneer Technologies,Manufacturing,West,Standard,Partner,50,24,75.1,5,12,2195.37,2025-11-04,0.041,Low,Yes
CL01692,Omni Systems,Finance,North,Premium,Outbound,32,24,81.2,6,13,4987.59,2025-08-21,0.044,Low,Yes
CL01693,Prime Enterprises,Healthcare,West,Premium,Partner,38,12,66.3,5,9,3133.31,2025-08-26,0.123,Low,Yes
CL01694,Prime Networks,IT Services,West,Enterprise,Referral,10,24,84.1,6,10,6285.9,2024-08-20,0.089,Low,Yes
CL01695,Omni Solutions,Healthcare,East,Standard,Partner,15,6,56.8,8,8,2166.83,2025-12-03,0.283,Medium,Yes
CL01696,Omni Technologies,IT Services,West,Standard,Partner,15,24,72.6,3,12,2074.5,2024-04-05,0.047,Low,Yes
CL01697,Prime Technologies,IT Services,West,Standard,Partner,22,12,49.8,3,18,3097.97,2025-03-27,0.354,High,Yes
CL01698,Prime Networks,IT Services,South,Enterprise,Inbound,36,48,86.8,7,19,7483.45,2024-05-01,0.013,Low,Yes
CL01699,Nova Holdings,Construction,West,Enterprise,Partner,23,24,81.9,5,4,5748.98,2025-05-10,0.027,Low,Yes
CL01700,Prime Labs,Finance,South,Basic,Referral,30,12,53.6,3,27,2347.0,2024-04-01,0.342,Medium,No
CL01701,Orion Manufacturing,Construction,East,Basic,Event,17,3,4.9,7,37,1278.04,2025-06-08,0.953,High,No
CL01702,Sky Healthcare,Retail,West,Standard,Referral,27,24,42.8,9,20,2455.98,2024-03-22,0.4,High,Yes
CL01703,Crest Labs,Healthcare,South,Basic,Referral,34,12,24.8,7,4,988.65,2024-06-26,0.629,High,No
CL01704,Sky Solutions,Finance,South,Standard,Inbound,6,12,55.8,3,16,2109.72,2025-08-29,0.362,High,No
CL01705,Omni Enterprises,Retail,South,Basic,Partner,23,12,10.8,8,18,1052.66,2024-10-05,0.895,High,No
CL01706,Apex Technologies,IT Services,West,Premium,Referral,34,24,43.5,10,5,6221.97,2025-12-03,0.261,Medium,Yes
CL01707,Blue Healthcare,Logistics,Central,Enterprise,Marketplace,21,48,100.0,3,4,5695.35,2024-05-08,0.003,Low,Yes
CL01708,Green Holdings,Manufacturing,East,Enterprise,Marketplace,27,24,80.4,20,16,5089.69,2025-03-20,0.136,Low,Yes
CL01709,Sky Holdings,Finance,West,Standard,Inbound,27,12,55.5,2,17,1828.06,2026-01-02,0.16,Low,Yes
CL01710,Green Manufacturing,Logistics,Central,Premium,Inbound,28,36,69.4,12,11,2427.28,2024-12-24,0.04,Low,Yes
CL01711,Crest Systems,IT Services,North,Enterprise,Partner,12,36,79.8,3,14,7344.26,2024-10-23,0.049,Low,Yes
CL01712,Prime Holdings,IT Services,South,Basic,Outbound,3,6,53.0,3,23,1811.47,2026-02-01,0.647,High,Yes
CL01713,Crest Services,Education,West,Premium,Inbound,20,24,52.4,6,2,2126.6,2025-01-01,0.106,Low,Yes
CL01714,Vertex Networks,Retail,West,Standard,Marketplace,23,6,52.2,5,4,2261.42,2025-07-21,0.338,Medium,Yes
CL01715,Blue Systems,IT Services,West,Basic,Marketplace,20,12,43.7,4,24,1113.4,2025-12-29,0.488,High,Yes
CL01716,Green Holdings,Construction,South,Standard,Marketplace,15,6,34.4,8,13,2090.93,2024-03-05,0.726,High,No
CL01717,Prime Services,IT Services,North,Basic,Outbound,22,6,56.3,4,34,1145.65,2025-04-17,0.581,High,Yes
CL01718,Orion Manufacturing,Logistics,South,Premium,Outbound,22,24,59.7,8,19,2302.24,2025-07-31,0.182,Medium,No
CL01719,Sky Healthcare,Construction,South,Standard,Outbound,20,12,59.2,4,5,1906.24,2024-12-28,0.199,Medium,Yes
CL01720,Vertex Holdings,Manufacturing,South,Standard,Inbound,50,12,52.4,8,7,3032.63,2025-07-02,0.197,Medium,Yes
CL01721,Green Enterprises,IT Services,West,Basic,Outbound,33,6,60.6,8,6,1400.68,2025-10-07,0.358,High,Yes
CL01722,Green Holdings,IT Services,North,Enterprise,Outbound,12,24,65.5,8,24,8451.76,2024-10-14,0.095,Low,Yes
CL01723,Nova Healthcare,Healthcare,West,Standard,Inbound,9,6,39.0,4,24,3064.79,2024-10-19,0.648,High,No
CL01724,Vertex Healthcare,IT Services,South,Premium,Partner,19,24,57.1,6,8,4245.21,2024-05-01,0.079,Low,Yes
CL01725,Quantum Systems,Logistics,East,Premium,Partner,16,12,66.6,4,31,3419.6,2026-01-24,0.26,Medium,Yes
CL01726,Pioneer Logistics,IT Services,North,Standard,Event,18,12,74.5,3,35,2148.92,2024-03-22,0.227,Medium,Yes
CL01727,Apex Services,Finance,South,Basic,Referral,6,6,58.1,10,71,1313.06,2025-02-04,0.916,High,No
CL01728,Sky Services,Construction,North,Premium,Referral,9,36,31.3,8,32,5055.53,2025-03-21,0.36,High,No
CL01729,Vertex Networks,Telecom,Central,Basic,Partner,23,6,43.0,8,57,1028.43,2024-06-08,0.841,High,No
CL01730,Prime Services,Finance,West,Basic,Inbound,32,3,0.4,7,10,1088.55,2025-02-18,0.89,High,No
CL01731,Nova Technologies,Healthcare,South,Premium,Inbound,15,24,73.5,9,27,5375.55,2024-09-29,0.149,Low,Yes
CL01732,Pioneer Networks,Logistics,South,Basic,Referral,45,12,51.4,8,23,1229.88,2025-10-04,0.528,High,Yes
CL01733,Omni Manufacturing,Finance,Central,Standard,Outbound,18,12,53.5,2,16,3996.35,2025-10-19,0.244,Medium,Yes
CL01734,Prime Labs,Retail,South,Standard,Inbound,5,24,51.0,7,11,3188.99,2025-01-07,0.275,Medium,No
CL01735,Prime Manufacturing,IT Services,North,Standard,Event,8,12,56.9,3,5,3253.52,2025-01-09,0.197,Medium,No
CL01736,Omni Services,Energy,East,Premium,Marketplace,9,24,51.6,9,11,5215.58,2024-04-22,0.278,Medium,No
CL01737,Green Technologies,Retail,Central,Premium,Inbound,36,12,67.2,7,8,4072.04,2024-11-13,0.136,Low,Yes
CL01738,Nova Networks,Manufacturing,North,Premium,Inbound,4,24,60.2,9,14,2586.61,2024-12-19,0.235,Medium,Yes
CL01739,Crest Networks,Healthcare,South,Premium,Event,31,12,75.2,5,25,3544.92,2025-01-18,0.241,Medium,Yes
CL01740,Crest Technologies,Retail,Central,Standard,Inbound,4,6,48.6,4,18,1908.69,2025-01-22,0.649,High,Yes
CL01741,Quantum Logistics,Telecom,North,Standard,Inbound,22,6,44.7,6,14,3497.62,2024-05-04,0.526,High,No
CL01742,Orion Technologies,Education,North,Standard,Marketplace,37,12,29.6,4,18,3167.77,2024-06-25,0.309,Medium,Yes
CL01743,Quantum Industries,Education,East,Standard,Partner,24,12,25.6,8,23,2043.78,2025-01-08,0.658,High,Yes
CL01744,Blue Services,IT Services,Central,Enterprise,Marketplace,21,36,93.8,9,13,9331.63,2024-11-29,0.023,Low,Yes
CL01745,Quantum Healthcare,Retail,South,Premium,Outbound,27,12,56.5,6,14,3430.16,2024-06-09,0.207,Medium,Yes
CL01746,Pioneer Solutions,Retail,Central,Basic,Inbound,6,12,39.1,10,39,1068.61,2025-06-14,0.866,High,No
CL01747,Nova Labs,IT Services,West,Basic,Event,13,6,62.4,3,11,1202.28,2024-05-22,0.294,Medium,Yes
CL01748,Pioneer Manufacturing,Manufacturing,North,Basic,Referral,13,6,29.2,4,21,1882.51,2024-03-01,0.728,High,Yes
CL01749,Blue Systems,Education,Central,Standard,Partner,17,6,40.5,6,107,3065.99,2025-05-19,0.965,High,No
CL01750,Pioneer Healthcare,IT Services,South,Basic,Referral,24,6,39.4,13,27,959.39,2024-04-27,0.761,High,No
CL01751,Apex Healthcare,Finance,South,Standard,Event,31,6,54.4,5,3,2886.9,2024-04-11,0.226,Medium,No
CL01752,Pioneer Manufacturing,Manufacturing,East,Enterprise,Inbound,15,36,95.7,2,9,7466.12,2024-04-29,0.014,Low,Yes
CL01753,Pioneer Technologies,IT Services,South,Premium,Referral,37,24,86.8,1,1,1771.1,2026-01-10,0.014,Low,Yes
CL01754,Blue Technologies,Manufacturing,North,Basic,Inbound,10,3,43.5,8,29,1703.37,2024-05-13,0.841,High,No
CL01755,Nova Industries,Construction,North,Standard,Partner,15,12,64.4,5,2,4008.78,2025-10-31,0.179,Low,Yes
CL01756,Nova Enterprises,Telecom,South,Standard,Inbound,24,6,52.9,4,1,3438.35,2025-09-15,0.285,Medium,No
CL01757,Vertex Logistics,Construction,West,Premium,Inbound,46,24,62.6,11,17,3341.34,2025-11-02,0.2,Medium,Yes
CL01758,Orion Logistics,Retail,East,Enterprise,Event,37,36,68.4,5,4,10467.99,2025-05-13,0.018,Low,Yes
CL01759,Quantum Healthcare,IT Services,Central,Enterprise,Inbound,27,12,62.5,3,10,10524.67,2024-06-19,0.155,Low,Yes
CL01760,Orion Healthcare,Finance,South,Standard,Inbound,32,12,68.4,2,31,4536.77,2025-09-11,0.091,Low,Yes
CL01761,Vertex Networks,Retail,South,Premium,Referral,12,36,68.4,11,14,4095.95,2025-04-14,0.097,Low,Yes
CL01762,Blue Technologies,Telecom,North,Basic,Marketplace,15,6,40.2,4,43,1339.71,2025-04-16,0.882,High,No
CL01763,Sky Manufacturing,IT Services,North,Premium,Referral,5,24,68.0,5,17,4426.21,2025-05-16,0.117,Low,No
CL01764,Crest Services,Retail,South,Standard,Inbound,10,12,31.9,5,8,2125.8,2024-06-14,0.615,High,Yes
CL01765,Quantum Systems,IT Services,West,Standard,Event,20,12,44.3,9,43,3033.4,2024-09-26,0.73,High,Yes
CL01766,Blue Industries,Healthcare,Central,Premium,Outbound,19,36,68.0,4,18,6027.84,2026-02-21,0.06,Low,Yes
CL01767,Sky Solutions,Education,Central,Standard,Inbound,6,24,41.7,15,23,1508.22,2025-11-25,0.573,High,Yes
CL01768,Prime Technologies,Retail,South,Basic,Outbound,23,12,32.4,13,11,1406.05,2024-11-15,0.744,High,No
CL01769,Nova Solutions,Healthcare,Central,Basic,Partner,24,6,35.7,7,12,2747.05,2026-02-16,0.578,High,No
CL01770,Orion Systems,Healthcare,South,Basic,Inbound,5,6,28.8,9,15,999.97,2024-04-17,0.872,High,No
CL01771,Blue Enterprises,Retail,North,Basic,Event,15,6,23.4,11,24,1460.95,2024-11-07,0.928,High,No
CL01772,Blue Networks,Education,Central,Basic,Event,6,12,13.7,9,21,994.5,2025-04-07,0.875,High,No
CL01773,Vertex Logistics,Energy,East,Standard,Inbound,6,12,47.2,5,3,1763.54,2025-05-25,0.308,Medium,Yes
CL01774,Sky Holdings,Construction,North,Standard,Partner,7,12,54.4,5,31,1403.71,2025-10-06,0.587,High,Yes
CL01775,Sky Solutions,Education,South,Enterprise,Inbound,13,12,50.3,5,7,8643.21,2025-08-17,0.158,Low,Yes
CL01776,Sky Services,Healthcare,South,Standard,Inbound,30,12,51.7,5,54,1834.21,2025-07-13,0.696,High,No
CL01777,Orion Networks,Logistics,West,Basic,Inbound,23,12,41.4,15,56,1455.51,2026-02-07,0.917,High,No
CL01778,Blue Solutions,Retail,South,Premium,Marketplace,37,24,50.1,10,15,3968.44,2025-05-08,0.236,Medium,Yes
CL01779,Prime Industries,Manufacturing,Central,Enterprise,Inbound,15,24,90.1,1,15,13273.5,2024-03-02,0.025,Low,Yes
